protein_id,model,unique_id,pre_gap_filter_count,post_gap_filter_count,seen_count,not_seen_count,file_path,S3
NP_000115.1,EVE,NP_000115.1_EVE_snv_gf_2192,11907,6861,541,6320,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000115.1_EVE_snv_gf_2192.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000115.1_EVE_snv_gf_2192.csv
NP_003481.3,EVE,NP_003481.3_EVE_snv_gf_2207,4723,2839,236,2603,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003481.3_EVE_snv_gf_2207.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003481.3_EVE_snv_gf_2207.csv
NP_000114.3,EVE,NP_000114.3_EVE_snv_gf_2219,9537,8389,653,7736,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000114.3_EVE_snv_gf_2219.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000114.3_EVE_snv_gf_2219.csv
NP_065930.2,EVE,NP_065930.2_EVE_snv_gf_2223,7442,7024,511,6513,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065930.2_EVE_snv_gf_2223.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065930.2_EVE_snv_gf_2223.csv
NP_689807.1,EVE,NP_689807.1_EVE_snv_gf_2227,3578,1908,151,1757,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689807.1_EVE_snv_gf_2227.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689807.1_EVE_snv_gf_2227.csv
NP_004448.2,EVE,NP_004448.2_EVE_snv_gf_2231,5687,4401,275,4126,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004448.2_EVE_snv_gf_2231.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004448.2_EVE_snv_gf_2231.csv
NP_000681.2,EVE,NP_000681.2_EVE_snv_gf_2250,4014,3536,284,3252,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000681.2_EVE_snv_gf_2250.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000681.2_EVE_snv_gf_2250.csv
NP_055880.2,EVE,NP_055880.2_EVE_snv_gf_2256,16365,16217,1244,14973,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055880.2_EVE_snv_gf_2256.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055880.2_EVE_snv_gf_2256.csv
NP_001229877.1,EVE,NP_001229877.1_EVE_snv_gf_2261,1276,1132,116,1016,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001229877.1_EVE_snv_gf_2261.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001229877.1_EVE_snv_gf_2261.csv
NP_001484.1,EVE,NP_001484.1_EVE_snv_gf_2269,3494,3375,117,3258,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001484.1_EVE_snv_gf_2269.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001484.1_EVE_snv_gf_2269.csv
NP_078970.3,EVE,NP_078970.3_EVE_snv_gf_2271,13206,8613,692,7921,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_078970.3_EVE_snv_gf_2271.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_078970.3_EVE_snv_gf_2271.csv
NP_000076.2,EVE,NP_000076.2_EVE_snv_gf_2277,5515,4744,445,4299,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000076.2_EVE_snv_gf_2277.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000076.2_EVE_snv_gf_2277.csv
NP_000899.1,EVE,NP_000899.1_EVE_snv_gf_2285,4347,3739,318,3421,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000899.1_EVE_snv_gf_2285.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000899.1_EVE_snv_gf_2285.csv
NP_001095272.1,EVE,NP_001095272.1_EVE_snv_gf_2298,5333,4188,236,3952,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001095272.1_EVE_snv_gf_2298.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001095272.1_EVE_snv_gf_2298.csv
NP_006185.1,EVE,NP_006185.1_EVE_snv_gf_2307,2766,2039,189,1850,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006185.1_EVE_snv_gf_2307.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006185.1_EVE_snv_gf_2307.csv
NP_001129052.1,EVE,NP_001129052.1_EVE_snv_gf_2310,1671,1489,258,1231,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001129052.1_EVE_snv_gf_2310.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001129052.1_EVE_snv_gf_2310.csv
NP_775840.3,EVE,NP_775840.3_EVE_snv_gf_2312,11007,7408,603,6805,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_775840.3_EVE_snv_gf_2312.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_775840.3_EVE_snv_gf_2312.csv
NP_705718.1,EVE,NP_705718.1_EVE_snv_gf_2319,3095,2105,105,2000,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_705718.1_EVE_snv_gf_2319.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_705718.1_EVE_snv_gf_2319.csv
NP_065894.2,EVE,NP_065894.2_EVE_snv_gf_2323,11116,9190,645,8545,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065894.2_EVE_snv_gf_2323.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065894.2_EVE_snv_gf_2323.csv
NP_055563.1,EVE,NP_055563.1_EVE_snv_gf_2329,3901,2931,220,2711,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055563.1_EVE_snv_gf_2329.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055563.1_EVE_snv_gf_2329.csv
NP_001333445.1,EVE,NP_001333445.1_EVE_snv_gf_2334,12578,11521,769,10752,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001333445.1_EVE_snv_gf_2334.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001333445.1_EVE_snv_gf_2334.csv
NP_859059.1,EVE,NP_859059.1_EVE_snv_gf_2338,2352,1880,145,1735,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_859059.1_EVE_snv_gf_2338.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_859059.1_EVE_snv_gf_2338.csv
NP_001167594.1,EVE,NP_001167594.1_EVE_snv_gf_2342,5548,4572,342,4230,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001167594.1_EVE_snv_gf_2342.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001167594.1_EVE_snv_gf_2342.csv
NP_001017919.1,EVE,NP_001017919.1_EVE_snv_gf_2347,2988,2587,270,2317,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001017919.1_EVE_snv_gf_2347.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001017919.1_EVE_snv_gf_2347.csv
NP_998818.1,EVE,NP_998818.1_EVE_snv_gf_2355,3500,2876,268,2608,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_998818.1_EVE_snv_gf_2355.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_998818.1_EVE_snv_gf_2355.csv
NP_003897.2,EVE,NP_003897.2_EVE_snv_gf_2366,16102,13227,1134,12093,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003897.2_EVE_snv_gf_2366.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003897.2_EVE_snv_gf_2366.csv
NP_001507.2,EVE,NP_001507.2_EVE_snv_gf_2368,2432,2187,151,2036,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001507.2_EVE_snv_gf_2368.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001507.2_EVE_snv_gf_2368.csv
NP_005848.2,EVE,NP_005848.2_EVE_snv_gf_2370,3744,2112,158,1954,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005848.2_EVE_snv_gf_2370.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005848.2_EVE_snv_gf_2370.csv
NP_004046.2,EVE,NP_004046.2_EVE_snv_gf_2376,5068,3672,367,3305,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004046.2_EVE_snv_gf_2376.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004046.2_EVE_snv_gf_2376.csv
NP_006068.2,EVE,NP_006068.2_EVE_snv_gf_2378,3754,2613,192,2421,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006068.2_EVE_snv_gf_2378.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006068.2_EVE_snv_gf_2378.csv
NP_001093205.1,EVE,NP_001093205.1_EVE_snv_gf_2380,3354,2635,208,2427,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001093205.1_EVE_snv_gf_2380.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001093205.1_EVE_snv_gf_2380.csv
NP_861454.2,EVE,NP_861454.2_EVE_snv_gf_2386,4386,2001,170,1831,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_861454.2_EVE_snv_gf_2386.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_861454.2_EVE_snv_gf_2386.csv
NP_689492.3,EVE,NP_689492.3_EVE_snv_gf_2394,6016,3173,233,2940,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689492.3_EVE_snv_gf_2394.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689492.3_EVE_snv_gf_2394.csv
NP_055490.4,EVE,NP_055490.4_EVE_snv_gf_2398,16786,13689,1283,12406,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055490.4_EVE_snv_gf_2398.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055490.4_EVE_snv_gf_2398.csv
NP_112477.1,EVE,NP_112477.1_EVE_snv_gf_2405,2924,2298,170,2128,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_112477.1_EVE_snv_gf_2405.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_112477.1_EVE_snv_gf_2405.csv
NP_001073943.1,EVE,NP_001073943.1_EVE_snv_gf_2411,7546,5063,389,4674,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001073943.1_EVE_snv_gf_2411.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001073943.1_EVE_snv_gf_2411.csv
NP_001054.2,EVE,NP_001054.2_EVE_snv_gf_2413,5403,4883,361,4522,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001054.2_EVE_snv_gf_2413.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001054.2_EVE_snv_gf_2413.csv
NP_002381.2,EVE,NP_002381.2_EVE_snv_gf_2419,6155,4764,302,4462,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002381.2_EVE_snv_gf_2419.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002381.2_EVE_snv_gf_2419.csv
NP_660159.1,EVE,NP_660159.1_EVE_snv_gf_2425,5128,3572,249,3323,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_660159.1_EVE_snv_gf_2425.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_660159.1_EVE_snv_gf_2425.csv
NP_525022.2,EVE,NP_525022.2_EVE_snv_gf_2429,12993,11645,857,10788,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_525022.2_EVE_snv_gf_2429.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_525022.2_EVE_snv_gf_2429.csv
NP_060562.3,EVE,NP_060562.3_EVE_snv_gf_2433,4158,3369,243,3126,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060562.3_EVE_snv_gf_2433.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060562.3_EVE_snv_gf_2433.csv
NP_001036143.1,EVE,NP_001036143.1_EVE_snv_gf_2443,1520,1307,86,1221,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001036143.1_EVE_snv_gf_2443.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001036143.1_EVE_snv_gf_2443.csv
NP_009032.2,EVE,NP_009032.2_EVE_snv_gf_2447,7330,6330,632,5698,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_009032.2_EVE_snv_gf_2447.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_009032.2_EVE_snv_gf_2447.csv
NP_071450.2,EVE,NP_071450.2_EVE_snv_gf_2449,6951,5336,360,4976,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_071450.2_EVE_snv_gf_2449.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_071450.2_EVE_snv_gf_2449.csv
NP_001243608.1,EVE,NP_001243608.1_EVE_snv_gf_2453,3882,3617,281,3336,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001243608.1_EVE_snv_gf_2453.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001243608.1_EVE_snv_gf_2453.csv
NP_000447.2,EVE,NP_000447.2_EVE_snv_gf_2459,4342,2605,229,2376,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000447.2_EVE_snv_gf_2459.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000447.2_EVE_snv_gf_2459.csv
NP_001259032.1,EVE,NP_001259032.1_EVE_snv_gf_2461,2202,2017,146,1871,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001259032.1_EVE_snv_gf_2461.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001259032.1_EVE_snv_gf_2461.csv
NP_036342.2,EVE,NP_036342.2_EVE_snv_gf_2465,5287,5233,400,4833,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036342.2_EVE_snv_gf_2465.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_036342.2_EVE_snv_gf_2465.csv
NP_001056.1,EVE,NP_001056.1_EVE_snv_gf_2469,3667,3229,193,3036,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001056.1_EVE_snv_gf_2469.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001056.1_EVE_snv_gf_2469.csv
NP_000391.1,EVE,NP_000391.1_EVE_snv_gf_2475,6111,5801,555,5246,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000391.1_EVE_snv_gf_2475.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000391.1_EVE_snv_gf_2475.csv
NP_065689.1,EVE,NP_065689.1_EVE_snv_gf_2481,2050,1510,111,1399,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065689.1_EVE_snv_gf_2481.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065689.1_EVE_snv_gf_2481.csv
NP_003986.2,EVE,NP_003986.2_EVE_snv_gf_2490,8416,6616,420,6196,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003986.2_EVE_snv_gf_2490.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003986.2_EVE_snv_gf_2490.csv
NP_003171.2,EVE,NP_003171.2_EVE_snv_gf_2494,3080,2291,195,2096,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003171.2_EVE_snv_gf_2494.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003171.2_EVE_snv_gf_2494.csv
NP_001860.2,EVE,NP_001860.2_EVE_snv_gf_2496,3324,2433,205,2228,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001860.2_EVE_snv_gf_2496.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001860.2_EVE_snv_gf_2496.csv
NP_003792.1,EVE,NP_003792.1_EVE_snv_gf_2504,5049,4650,388,4262,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003792.1_EVE_snv_gf_2504.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003792.1_EVE_snv_gf_2504.csv
NP_055368.1,EVE,NP_055368.1_EVE_snv_gf_2508,3813,3206,221,2985,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055368.1_EVE_snv_gf_2508.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055368.1_EVE_snv_gf_2508.csv
NP_003666.1,EVE,NP_003666.1_EVE_snv_gf_2514,2699,2598,128,2470,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003666.1_EVE_snv_gf_2514.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003666.1_EVE_snv_gf_2514.csv
NP_001186675.1,EVE,NP_001186675.1_EVE_snv_gf_2524,2214,1278,128,1150,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001186675.1_EVE_snv_gf_2524.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001186675.1_EVE_snv_gf_2524.csv
NP_003551.2,EVE,NP_003551.2_EVE_snv_gf_2526,6430,6196,558,5638,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003551.2_EVE_snv_gf_2526.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003551.2_EVE_snv_gf_2526.csv
NP_932765.1,EVE,NP_932765.1_EVE_snv_gf_2530,3761,3467,192,3275,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_932765.1_EVE_snv_gf_2530.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_932765.1_EVE_snv_gf_2530.csv
NP_003146.1,EVE,NP_003146.1_EVE_snv_gf_2539,2012,1527,95,1432,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003146.1_EVE_snv_gf_2539.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003146.1_EVE_snv_gf_2539.csv
NP_001035362.3,EVE,NP_001035362.3_EVE_snv_gf_2547,14126,9558,1018,8540,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001035362.3_EVE_snv_gf_2547.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001035362.3_EVE_snv_gf_2547.csv
NP_000263.2,EVE,NP_000263.2_EVE_snv_gf_2563,5897,3436,254,3182,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000263.2_EVE_snv_gf_2563.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000263.2_EVE_snv_gf_2563.csv
NP_001161707.1,EVE,NP_001161707.1_EVE_snv_gf_2569,17164,12080,1048,11032,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001161707.1_EVE_snv_gf_2569.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001161707.1_EVE_snv_gf_2569.csv
NP_003029.2,EVE,NP_003029.2_EVE_snv_gf_2577,4320,2166,153,2013,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003029.2_EVE_snv_gf_2577.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003029.2_EVE_snv_gf_2577.csv
NP_620126.2,EVE,NP_620126.2_EVE_snv_gf_2581,1155,996,74,922,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_620126.2_EVE_snv_gf_2581.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_620126.2_EVE_snv_gf_2581.csv
NP_003830.1,EVE,NP_003830.1_EVE_snv_gf_2583,4875,4568,382,4186,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003830.1_EVE_snv_gf_2583.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003830.1_EVE_snv_gf_2583.csv
NP_003629.2,EVE,NP_003629.2_EVE_snv_gf_2585,8394,6254,548,5706,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003629.2_EVE_snv_gf_2585.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003629.2_EVE_snv_gf_2585.csv
NP_001092267.1,EVE,NP_001092267.1_EVE_snv_gf_2588,4125,3217,259,2958,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001092267.1_EVE_snv_gf_2588.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001092267.1_EVE_snv_gf_2588.csv
NP_919299.3,EVE,NP_919299.3_EVE_snv_gf_2590,3967,3418,273,3145,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_919299.3_EVE_snv_gf_2590.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_919299.3_EVE_snv_gf_2590.csv
NP_001229630.1,EVE,NP_001229630.1_EVE_snv_gf_2602,814,496,30,466,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001229630.1_EVE_snv_gf_2602.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001229630.1_EVE_snv_gf_2602.csv
NP_659501.1,EVE,NP_659501.1_EVE_snv_gf_2604,2754,2396,195,2201,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_659501.1_EVE_snv_gf_2604.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_659501.1_EVE_snv_gf_2604.csv
NP_004174.1,EVE,NP_004174.1_EVE_snv_gf_2610,4622,3018,227,2791,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004174.1_EVE_snv_gf_2610.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004174.1_EVE_snv_gf_2610.csv
NP_006319.1,EVE,NP_006319.1_EVE_snv_gf_2622,5419,2754,238,2516,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006319.1_EVE_snv_gf_2622.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_006319.1_EVE_snv_gf_2622.csv
NP_660337.3,EVE,NP_660337.3_EVE_snv_gf_2637,14302,13407,1423,11984,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_660337.3_EVE_snv_gf_2637.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_660337.3_EVE_snv_gf_2637.csv
NP_443157.1,EVE,NP_443157.1_EVE_snv_gf_2639,6379,3603,338,3265,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_443157.1_EVE_snv_gf_2639.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_443157.1_EVE_snv_gf_2639.csv
NP_055091.2,EVE,NP_055091.2_EVE_snv_gf_2645,4182,3432,314,3118,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055091.2_EVE_snv_gf_2645.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055091.2_EVE_snv_gf_2645.csv
NP_001095871.1,EVE,NP_001095871.1_EVE_snv_gf_2649,4114,3519,266,3253,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001095871.1_EVE_snv_gf_2649.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001095871.1_EVE_snv_gf_2649.csv
NP_001136113.1,EVE,NP_001136113.1_EVE_snv_gf_2651,8531,5324,648,4676,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001136113.1_EVE_snv_gf_2651.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001136113.1_EVE_snv_gf_2651.csv
NP_443076.2,EVE,NP_443076.2_EVE_snv_gf_2655,4294,3917,369,3548,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_443076.2_EVE_snv_gf_2655.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_443076.2_EVE_snv_gf_2655.csv
NP_938143.1,EVE,NP_938143.1_EVE_snv_gf_2659,2681,2613,139,2474,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_938143.1_EVE_snv_gf_2659.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_938143.1_EVE_snv_gf_2659.csv
NP_998764.1,EVE,NP_998764.1_EVE_snv_gf_2661,7158,5964,440,5524,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_998764.1_EVE_snv_gf_2661.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_998764.1_EVE_snv_gf_2661.csv
